Timestamp,Grade,Gender,Race,OnCampus,KnowName,ElectPart,Impact,MyOpinion,CampusOpinion,HearAbout,EventPart,WhyPart,BigIssue,EventKind,Additional comments and suggestions,,,,,,
1/30/19 15:57,Junior,Female,Asian,Yes,No,1,2,3,3,1,1-2 times,Free food or swag,"Civic Engagement, Connection to campus, Diversity, Student Wellness",Social events,,,,,,,
2/1/19 16:00,Junior,Female,Asian,Yes,No,1,3,3,4,3,1-2 times,I saw it on social media,Diversity,Social events,,,,,,,
2/4/19 21:09,Junior,Female,Asian,Yes,No,1,1,3,3,1,1-2 times,Free food or swag,"Diversity, Environmental issues, Mental health, Free speech, Student Wellness","Interactive events, Social events, Service events",,,,,,,
2/2/19 15:20,Senior,Female,Asian,Yes,No,1,2,3,3,2,1-2 times,It seemed fun,Student Wellness,Interactive events,,,,,,,
1/30/19 16:27,Sophomore,Female,Asian,Yes,No,3,3,3,3,4,1-2 times,"My friends encouraged me to go, Free food or swag","Affordability, Connection to campus, Academic challenges","Service events, Training and informationals",,,,,,,
1/30/19 17:23,Sophomore,Female,Asian,Yes,No,3,3,3,2,4,1-2 times,My friends encouraged me to go,"Mental health, Career readiness, Student Wellness","Training and informationals, Interactive events",,,,,,,
1/30/19 17:24,Sophomore,Female,Asian,Yes,No,2,3,3,4,4,None,I saw it on social media,"Affordability, Civic Engagement, Mental health, Connection to campus, Academic challenges, Environmental issues, Diversity, Student Wellness","Speakers and talks, Service events, Social events",,,,,,,
2/2/19 16:48,Sophomore,Female,Asian,Yes,No,1,2,3,3,3,1-2 times,"I saw it on social media, Free food or swag","Affordability, Academic challenges, Diversity","Speakers and talks, QnA Forums, Service events, Social events, Training and informationals",,,,,,,
2/4/19 20:10,Sophomore,Female,Asian,Yes,No,1,3,3,3,2,None,Free food or swag,"Academic challenges, Environmental issues, Mental health, Free speech","Interactive events, Social events",,,,,,,
2/10/19 20:02,Sophomore,Female,Asian,Yes,No,1,1,3,4,2,None,Not applicable,"Diversity, Career readiness, Mental health, Affordability, Student Wellness","Interactive events, Social events",,,,,,,
1/31/19 19:59,First-year,Male,Asian,Yes,No,1,2,5,4,2,None,Free food or swag,Affordability,Service events,,,,,,,
2/2/19 21:06,First-year,Male,Asian,Yes,No,3,3,4,4,4,6-10 times,I saw it on a poster or flyer,"Civic Engagement, Environmental issues, Diversity","Speakers and talks, Service events, Social events",,,,,,,
2/4/19 20:34,First-year,Male,Asian,Yes,No,3,3,3,3,3,3-5 times,My friends encouraged me to go,Free speech,Social events,,,,,,,
2/4/19 20:35,First-year,Male,Asian,Yes,No,1,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, It seemed fun","Academic challenges, Mental health, Free speech, Student Wellness",Speakers and talks,,,,,,,
2/4/19 21:17,First-year,Male,Asian,Yes,No,2,3,3,3,2,None,"Free food or swag, I saw it on social media, My friends encouraged me to go","Diversity, Mental health, Student Wellness","Social events, Training and informationals",,,,,,,
2/6/19 18:26,First-year,Male,Asian,Yes,No,1,2,3,3,2,None,I was interested in a subject or area,Career readiness,Interactive events,,,,,,,
2/6/19 18:27,First-year,Male,Asian,Yes,No,2,4,3,3,2,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Diversity, Mental health, Free speech, Civic Engagement, Affordability","Interactive events, Training and informationals, Service events",,,,,,,
2/6/19 18:29,First-year,Male,Asian,Yes,No,2,4,3,3,2,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Diversity, Free speech, Civic Engagement","Interactive events, Social events, Training and informationals, Service events",,,,,,,
1/31/19 18:07,Junior,Male,Asian,Yes,No,1,2,3,3,1,None,Not applicable,"Affordability, Mental health, Connection to campus","Service events, Social events, Interactive events",,,,,,,
2/6/19 19:04,Junior,Male,Asian,Yes,No,1,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, It seemed fun, My friends encouraged me to go","Academic challenges, Environmental issues, Campus civility, Free speech","Interactive events, Training and informationals","Emails should be just one of many communication methods. Perhaps utilize the pit for attention, or request clubs and societies to partner with you.",,,,,,
3/5/19 17:10,Junior,Male,Asian,Yes,No,1,1,3,2,1,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Career readiness, Mental health, Student Wellness",Training and informationals,,,,,,,
2/10/19 20:02,Senior,Male,Asian,Yes,No,1,1,3,3,3,None,It seemed fun,Academic challenges,Service events,,,,,,,
2/2/19 21:23,Sophomore,Male,Asian,Yes,No,1,1,1,3,2,None,Not applicable,Diversity,"Service events, Training and informationals",,,,,,,
2/4/19 21:08,Sophomore,Male,Asian,Yes,No,1,2,3,3,1,None,"Free food or swag, I was interested in a subject or area, I saw it on social media, My friends encouraged me to go","Environmental issues, Career readiness, Campus civility, Affordability, Student Wellness","Training and informationals, QnA Forums, Speakers and talks",,,,,,,
2/2/19 21:17,First-year,Nonbinary,Asian,Yes,No,1,1,3,3,1,None,Not applicable,Civic Engagement,Service events,,,,,,,
2/6/19 19:25,Junior,Nonbinary,Asian,Yes,No,1,4,3,3,1,None,"I was interested in a subject or area, It seemed fun","Diversity, Academic challenges, Career readiness, Mental health, Affordability, Student Wellness","Training and informationals, Discussions and seminars, Service events, Speakers and talks",,,,,,,
2/4/19 21:24,First-year,Female,"Asian, White",Yes,No,1,3,5,4,2,None,Free food or swag,"Diversity, Mental health, Affordability","Interactive events, Social events, Service events",,,,,,,
2/1/19 16:04,Junior,Female,"Asian, White",Yes,No,3,4,3,3,1,1-2 times,For my student org.,"Affordability, Campus civility, Civic Engagement, Mental health, Career readiness, Environmental issues, Diversity, Student Wellness","Speakers and talks, QnA Forums, Service events, Social events, Discussions and seminars, Training and informationals",,,,,,,
1/30/19 17:22,First-year,Female,Black or African American,Yes,No,1,4,3,3,2,None,I was interested in a subject or area,"Civic Engagement, Career readiness","Speakers and talks, Social events, Training and informationals",,,,,,,
2/1/19 15:35,First-year,Female,Black or African American,Yes,No,,1,3,4,1,None,Not applicable,"Connection to campus, Diversity, Student Wellness","Social events, Training and informationals, Interactive events",,,,,,,
2/1/19 16:12,First-year,Female,Black or African American,Yes,No,2,2,3,3,3,Not applicable,"It seemed fun, My friends encouraged me to go, I saw it on social media, Personal or professional development, I saw it on a poster or flyer, Free food or swag, I was interested in a subject or area","Civic Engagement, Academic challenges, Diversity","Speakers and talks, Social events, Discussions and seminars",,,,,,,
2/2/19 15:16,First-year,Female,Black or African American,Yes,No,1,2,3,4,1,None,Not applicable,"Career readiness, Diversity, Student Wellness","Service events, Social events, Training and informationals, Interactive events",,,,,,,
2/2/19 21:13,First-year,Female,Black or African American,Yes,No,4,5,5,5,4,3-5 times,"It seemed fun, My friends encouraged me to go, I saw it on social media, Personal or professional development, I was interested in a subject or area","Mental health, Career readiness, Diversity","Service events, Social events, Discussions and seminars, Interactive events",,,,,,,
2/4/19 21:22,First-year,Female,Black or African American,Yes,No,2,3,3,3,2,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on social media, I saw it on a poster or flyer, It seemed fun, My friends encouraged me to go","Diversity, Civic Engagement, Student Wellness","Interactive events, Discussions and seminars, Speakers and talks",,,,,,,
2/1/19 15:56,Junior,Female,Black or African American,Yes,No,1,3,3,3,3,None,,"Affordability, Campus civility, Free speech, Mental health","Training and informationals, Interactive events",,,,,,,
2/1/19 16:10,Junior,Female,Black or African American,Yes,No,4,2,3,2,2,1-2 times,"I saw it on a poster or flyer, Free food or swag, I was interested in a subject or area","Affordability, Mental health, Diversity","Speakers and talks, Social events, Discussions and seminars",,,,,,,
2/4/19 21:22,Senior,Female,Black or African American,Yes,No,1,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, I saw it on social media","Diversity, Academic challenges, Affordability",Social events,,,,,,,
2/1/19 15:39,Sophomore,Female,Black or African American,Yes,No,3,2,3,3,1,None,Not applicable,"Affordability, Free speech, Mental health, Connection to campus, Diversity","Speakers and talks, QnA Forums",,,,,,,
2/1/19 15:57,Sophomore,Female,Black or African American,Yes,No,4,3,2,4,4,3-5 times,"It seemed fun, Personal or professional development, I saw it on a poster or flyer, Free food or swag, I was interested in a subject or area","Affordability, Civic Engagement, Free speech","Speakers and talks, QnA Forums, Service events, Social events, Discussions and seminars",,,,,,,
2/1/19 16:04,Sophomore,Female,Black or African American,Yes,No,1,3,3,3,3,3-5 times,I saw it on social media,"Affordability, Diversity",Speakers and talks,,,,,,,
2/2/19 14:57,Sophomore,Female,Black or African American,Yes,No,5,3,3,3,2,1-2 times,I saw it on a poster or flyer,"Career readiness, Diversity, Student Wellness","Service events, Social events",,,,,,,
2/4/19 20:32,Sophomore,Female,Black or African American,Yes,No,3,4,4,2,4,6-10 times,I am a part of SG,"Diversity, Mental health, Connection to campus",Interactive events,,,,,,,
2/4/19 21:30,Sophomore,Female,Black or African American,Yes,No,2,3,3,2,1,3-5 times,"Free food or swag, I was interested in a subject or area, Personal or professional development, It seemed fun, My friends encouraged me to go","Diversity, Mental health, Student Wellness","Interactive events, Social events, Training and informationals, Service events",,,,,,,
2/6/19 18:15,Sophomore,Female,Black or African American,Yes,No,1,3,3,3,2,None,Not applicable,"Diversity, Career readiness, Affordability",Service events,,,,,,,
2/6/19 18:17,Sophomore,Female,Black or African American,Yes,No,4,2,3,4,1,None,"Free food or swag, I was interested in a subject or area, Personal or professional development","Academic challenges, Affordability, Student Wellness","Interactive events, Discussions and seminars",,,,,,,
2/10/19 19:36,Sophomore,Female,Black or African American,Yes,No,2,4,3,3,3,1-2 times,"Free food or swag, Personal or professional development, It seemed fun","Diversity, Mental health, Affordability",Social events,,,,,,,
1/31/19 18:10,First-year,Male,Black or African American,Yes,No,1,2,3,3,1,None,I saw it on social media,"Affordability, Civic Engagement, Mental health, Academic challenges, Career readiness, Environmental issues","Service events, Discussions and seminars, Training and informationals",,,,,,,
2/1/19 16:08,First-year,Male,Black or African American,Yes,No,3,1,2,2,3,None,It seemed fun,Affordability,,,,,,,,
1/30/19 17:38,Junior,Male,Black or African American,Yes,No,4,3,3,3,1,None,Not applicable,"Affordability, Mental health, Career readiness, Diversity","Speakers and talks, Discussions and seminars, Training and informationals",Thanks for this!,,,,,,
2/2/19 16:54,Junior,Male,Black or African American,Yes,No,2,3,5,4,2,None,Not applicable,"Affordability, Mental health, Student Wellness","Speakers and talks, Social events",,,,,,,
2/2/19 21:19,Junior,Male,Black or African American,Yes,No,1,3,3,3,1,None,Not applicable,"Affordability, Campus civility, Civic Engagement, Free speech, Mental health, Connection to campus, Academic challenges, Career readiness, Environmental issues, Diversity, Student Wellness","Speakers and talks, Social events, Discussions and seminars",,,,,,,
2/5/19 12:15,Junior,Male,Black or African American,Yes,No,1,3,5,4,2,None,Free food or swag,"Mental health, Student Wellness","Social events, Speakers and talks",,,,,,,
2/6/19 19:09,Senior,Male,Black or African American,Yes,No,1,3,5,5,2,None,"Free food or swag, I saw it on social media, I saw it on a poster or flyer","Diversity, Academic challenges, Career readiness","Interactive events, Social events, Discussions and seminars",,,,,,,
2/1/19 16:20,Sophomore,Male,Black or African American,Yes,No,2,4,4,4,2,None,Not applicable,"Affordability, Campus civility, Mental health, Diversity","Speakers and talks, Service events, Social events",,,,,,,
2/6/19 18:37,Sophomore,Male,Black or African American,Yes,No,3,3,3,2,2,1-2 times,"Free food or swag, Personal or professional development, My friends encouraged me to go","Diversity, Academic challenges, Student Wellness","Interactive events, Training and informationals",,,,,,,
2/1/19 23:29,First-year,Female,"Black or African American, Hispanic/Latino",Yes,No,1,5,5,5,1,None,Not applicable,"Affordability, Diversity",Social events,,,,,,,
2/2/19 15:18,First-year,Female,"Black or African American, Hispanic/Latino",Yes,No,1,2,3,2,1,None,Not applicable,"Campus civility, Connection to campus, Academic challenges","Speakers and talks, Service events, Social events, Discussions and seminars, Training and informationals, Interactive events",,,,,,,
2/2/19 15:51,First-year,Female,"Black or African American, Hispanic/Latino",Yes,No,4,2,5,3,3,None,Not applicable,"Campus civility, Civic Engagement, Connection to campus","QnA Forums, Social events",,,,,,,
2/6/19 18:25,First-year,Female,"Black or African American, Hispanic/Latino",Yes,No,1,2,3,4,2,1-2 times,"Free food or swag, I was interested in a subject or area, It seemed fun, My friends encouraged me to go","Diversity, Academic challenges, Mental health",Interactive events,The voting process seems difficult. Like I don't know HOW to vote.,,,,,,
2/4/19 20:27,First-year,Female,"Black or African American, White, Native American",Yes,No,1,2,3,3,1,None,"Free food or swag, I was interested in a subject or area, I saw it on social media, It seemed fun","Academic challenges, Environmental issues, Student Wellness","Social events, Service events, Speakers and talks",,,,,,,
1/30/19 17:31,Junior,Female,Gambian,Yes,No,1,1,3,3,2,None,It seemed fun,"Affordability, Academic challenges, Career readiness","Speakers and talks, Discussions and seminars, Training and informationals",,,,,,,
1/30/19 17:15,First-year,Female,Hispanic/Latino,Yes,No,3,3,3,3,5,None,Not applicable,"Free speech, Mental health, Academic challenges, Career readiness, Diversity","Speakers and talks, Service events, Discussions and seminars, Interactive events",,,,,,,
1/31/19 17:59,First-year,Female,Hispanic/Latino,Yes,No,1,1,3,3,1,1-2 times,Free food or swag,"Affordability, Diversity","Social events, Interactive events",,,,,,,
1/31/19 18:01,First-year,Female,Hispanic/Latino,Yes,No,1,1,3,3,1,1-2 times,"My friends encouraged me to go, I saw it on social media, Free food or swag","Connection to campus, Diversity","Social events, Interactive events",,,,,,,
1/31/19 18:16,First-year,Female,Hispanic/Latino,Yes,No,2,3,5,4,3,1-2 times,"It seemed fun, Free food or swag, I was interested in a subject or area","Affordability, Civic Engagement, Free speech, Mental health, Career readiness, Environmental issues, Diversity","Speakers and talks, Service events, Social events, Interactive events",,,,,,,
2/1/19 15:48,First-year,Female,Hispanic/Latino,Yes,No,1,2,3,3,3,None,"I saw it on a poster or flyer, Free food or swag","Affordability, Mental health, Connection to campus, Diversity","Service events, Social events, Interactive events",,,,,,,
2/2/19 21:08,First-year,Female,Hispanic/Latino,Yes,No,1,1,3,2,1,None,Free food or swag,"Mental health, Diversity, Student Wellness","Service events, Social events, Interactive events",,,,,,,
2/2/19 21:09,First-year,Female,Hispanic/Latino,Yes,No,1,1,3,3,2,None,Free food or swag,"Mental health, Academic challenges, Diversity","Service events, Social events, Interactive events",,,,,,,
2/4/19 19:02,First-year,Female,Hispanic/Latino,Yes,No,2,1,3,3,2,1-2 times,"Free food or swag, I saw it on social media","Diversity, Mental health",Interactive events,,,,,,,
2/4/19 21:23,First-year,Female,Hispanic/Latino,Yes,No,1,2,3,3,2,None,Free food or swag,"Diversity, Mental health, Connection to campus","Interactive events, Social events, Service events",,,,,,,
2/6/19 18:22,First-year,Female,Hispanic/Latino,Yes,No,1,1,3,3,1,None,"Free food or swag, I was interested in a subject or area, Personal or professional development, My friends encouraged me to go","Diversity, Mental health, Campus civility","Interactive events, Social events, Service events",,,,,,,
2/6/19 18:24,First-year,Female,Hispanic/Latino,Yes,No,1,4,4,4,2,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on a poster or flyer, Personal or professional development","Diversity, Academic challenges, Mental health, Free speech, Civic Engagement, Affordability","Interactive events, Social events, Training and informationals, QnA Forums, Discussions and seminars, Service events, Speakers and talks",,,,,,,
1/30/19 17:37,Sophomore,Female,Hispanic/Latino,Yes,No,3,4,4,4,2,1-2 times,My friends encouraged me to go,"Affordability, Career readiness, Diversity","Social events, Interactive events",,,,,,,
1/31/19 18:05,Sophomore,Female,Hispanic/Latino,Yes,No,1,1,3,3,1,None,Not applicable,"Free speech, Mental health, Connection to campus, Academic challenges, Career readiness, Diversity, Student Wellness","Social events, Interactive events",,,,,,,
2/2/19 15:45,Sophomore,Female,Hispanic/Latino,Yes,No,1,2,3,3,3,1-2 times,My friends encouraged me to go,Career readiness,Interactive events,,,,,,,
2/4/19 21:13,Sophomore,Female,Hispanic/Latino,Yes,No,3,2,3,3,2,None,"Free food or swag, I was interested in a subject or area, I saw it on social media, I saw it on a poster or flyer","Diversity, Environmental issues, Connection to campus, Affordability, Student Wellness","Interactive events, Social events, Training and informationals, Service events",,,,,,,
2/4/19 21:19,Sophomore,Female,Hispanic/Latino,Yes,No,1,1,3,3,1,None,Free food or swag,"Diversity, Academic challenges, Mental health",Speakers and talks,,,,,,,
1/30/19 17:33,First-year,Male,Hispanic/Latino,Yes,No,1,2,3,3,1,None,Not applicable,"Civic Engagement, Free speech, Academic challenges, Career readiness, Environmental issues, Student Wellness","Service events, Social events",,,,,,,
2/4/19 20:29,First-year,Male,Hispanic/Latino,Yes,No,2,2,4,4,3,None,"Free food or swag, I was interested in a subject or area, It seemed fun, My friends encouraged me to go","Diversity, Environmental issues, Career readiness, Mental health","Social events, Discussions and seminars, Service events",,,,,,,
2/1/19 15:46,Junior,Male,Hispanic/Latino,Yes,No,1,1,4,4,1,None,Not applicable,"Affordability, Career readiness, Diversity",Speakers and talks,,,,,,,
2/2/19 15:22,Sophomore,Male,Hispanic/Latino,Yes,No,1,1,5,3,2,None,Not applicable,"Free speech, Mental health, Diversity","Speakers and talks, Training and informationals",,,,,,,
2/6/19 19:28,Senior,Female,"Hispanic/Latino, Native American",Yes,No,1,3,3,2,4,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on social media","Diversity, Academic challenges, Mental health","Interactive events, Social events, Discussions and seminars",,,,,,,
2/2/19 17:00,First-year,Female,Middle Eastern/North African,Yes,No,2,1,4,3,3,1-2 times,"My friends encouraged me to go, Free food or swag, I was interested in a subject or area","Affordability, Academic challenges, Diversity","QnA Forums, Social events, Training and informationals",,,,,,,
2/4/19 19:39,First-year,Female,Middle Eastern/North African,Yes,No,2,1,4,4,3,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Diversity, Academic challenges, Mental health",Social events,,,,,,,
2/6/19 19:24,Sophomore,Male,Middle Eastern/North African,Yes,No,2,3,3,3,1,None,"Free food or swag, I saw it on social media, Personal or professional development","Academic challenges, Career readiness","Social events, Service events",,,,,,,
2/2/19 21:12,First-year,Female,Mixed Asian/White,Yes,No,2,3,3,4,2,3-5 times,Free food or swag,"Academic challenges, Diversity, Student Wellness","Service events, Social events",,,,,,,
2/2/19 21:34,First-year,Female,Turkish,Yes,No,1,3,5,5,1,None,Not applicable,"Connection to campus, Diversity, Student Wellness","Speakers and talks, Service events, Social events, Discussions and seminars, Training and informationals, Interactive events",,,,,,,
1/31/19 18:02,First-year,Female,White,Yes,No,2,2,4,3,4,1-2 times,"It seemed fun, Free food or swag","Affordability, Career readiness, Environmental issues","Discussions and seminars, Interactive events",,,,,,,
1/31/19 18:02,First-year,Female,White,Yes,No,1,2,3,3,2,None,Not applicable,"Mental health, Connection to campus, Student Wellness","Service events, Social events, Interactive events",,,,,,,
1/31/19 18:06,First-year,Female,White,Yes,No,2,3,3,3,2,None,Not applicable,"Mental health, Academic challenges, Student Wellness","Speakers and talks, Service events",,,,,,,
2/1/19 15:36,First-year,Female,White,Yes,No,2,2,3,3,3,None,Not applicable,"Affordability, Free speech, Career readiness","Speakers and talks, Social events, Training and informationals",,,,,,,
2/1/19 16:14,First-year,Female,White,Yes,No,1,2,3,3,2,None,Free food or swag,"Affordability, Free speech, Mental health, Connection to campus, Academic challenges, Career readiness, Environmental issues, Diversity, Student Wellness","Speakers and talks, Social events, Discussions and seminars, Interactive events",,,,,,,
2/2/19 15:00,First-year,Female,White,Yes,No,1,2,3,4,4,None,Not applicable,"Affordability, Free speech, Mental health, Academic challenges, Career readiness, Student Wellness","Service events, Discussions and seminars",,,,,,,
2/2/19 15:09,First-year,Female,White,Yes,No,1,2,3,3,1,None,Not applicable,"Affordability, Free speech, Mental health, Diversity","Speakers and talks, Social events",,,,,,,
2/2/19 15:19,First-year,Female,White,Yes,No,2,2,3,3,1,None,Not applicable,"Affordability, Connection to campus, Diversity","Social events, Interactive events",,,,,,,
2/2/19 15:50,First-year,Female,White,Yes,No,1,3,3,3,1,None,Not applicable,"Affordability, Civic Engagement, Environmental issues","Speakers and talks, Service events, Social events, Training and informationals, Interactive events",,,,,,,
2/2/19 15:59,First-year,Female,White,Yes,No,1,3,3,3,1,None,Not applicable,"Career readiness, Environmental issues, Diversity, Student Wellness","Service events, Training and informationals, Interactive events",,,,,,,
2/2/19 16:55,First-year,Female,White,Yes,No,1,3,3,3,1,None,Not applicable,"Affordability, Mental health, Environmental issues, Diversity","Service events, Social events",,,,,,,
2/2/19 21:18,First-year,Female,White,Yes,No,1,1,5,5,2,None,Free food or swag,Career readiness,Service events,,,,,,,
2/2/19 21:25,First-year,Female,White,Yes,No,1,3,3,3,1,None,Not applicable,"Affordability, Diversity","Speakers and talks, QnA Forums, Service events, Social events",,,,,,,
2/2/19 21:36,First-year,Female,White,Yes,No,1,3,4,4,2,None,Not applicable,"Mental health, Academic challenges, Student Wellness",Social events,,,,,,,
2/2/19 21:38,First-year,Female,White,Yes,No,1,3,3,3,2,None,Not applicable,"Connection to campus, Career readiness, Student Wellness","Social events, Interactive events",,,,,,,
2/4/19 20:09,First-year,Female,White,Yes,No,3,3,3,3,4,3-5 times,"I was interested in a subject or area, I saw it on social media, I saw it on a poster or flyer","Mental health, Civic Engagement, Affordability","Social events, Training and informationals, QnA Forums, Discussions and seminars, Speakers and talks",,,,,,,
2/5/19 12:07,First-year,Female,White,Yes,No,1,3,3,3,4,None,"Free food or swag, I saw it on social media, I saw it on a poster or flyer, Personal or professional development","Environmental issues, Civic Engagement, Affordability","Interactive events, Training and informationals, Service events",,,,,,,
2/6/19 18:39,First-year,Female,White,Yes,No,1,3,3,3,1,None,Free food or swag,"Diversity, Environmental issues, Career readiness, Mental health",Anything with food,,,,,,,
2/6/19 18:42,First-year,Female,White,Yes,No,1,2,3,3,1,None,Free food or swag,"Environmental issues, Affordability, Student Wellness","Social events, Discussions and seminars",,,,,,,
2/6/19 18:48,First-year,Female,White,Yes,No,3,2,3,3,3,None,"Free food or swag, Personal or professional development","Career readiness, Connection to campus","Social events, Service events",,,,,,,
2/6/19 19:10,First-year,Female,White,Yes,No,3,4,4,3,3,3-5 times,"Free food or swag, I was interested in a subject or area, It seemed fun","Environmental issues, Affordability, Student Wellness","Interactive events, Social events, QnA Forums, Speakers and talks","I tried to vote, but it didn't let me.",,,,,,
2/6/19 19:17,First-year,Female,White,Yes,No,3,3,3,3,5,3-5 times,"Free food or swag, I saw it on a poster or flyer, It seemed fun, My friends encouraged me to go","Diversity, Environmental issues, Mental health, Student Wellness","Interactive events, Social events, Service events",,,,,,,
2/6/19 19:23,First-year,Female,White,Yes,No,3,3,4,4,3,1-2 times,"Free food or swag, I was interested in a subject or area, I saw it on social media","Diversity, Environmental issues, Mental health","Interactive events, Social events, Discussions and seminars, Speakers and talks",,,,,,,
2/6/19 19:29,First-year,Female,White,Yes,No,1,4,4,4,2,None,"Free food or swag, I was interested in a subject or area, I saw it on social media, It seemed fun","Diversity, Environmental issues, Mental health","Interactive events, Social events, Service events",,,,,,,
2/10/19 20:09,First-year,Female,White,Yes,No,1,2,3,3,3,None,Not applicable,"Diversity, Academic challenges, Career readiness, Affordability",Speakers and talks,,,,,,,
2/1/19 15:39,Junior,Female,White,Yes,No,3,3,4,4,4,1-2 times,"I saw it on social media, I saw it on a poster or flyer, Free food or swag","Connection to campus, Academic challenges, Environmental issues","Service events, Interactive events",,,,,,,
2/1/19 15:42,Junior,Female,White,Yes,No,5,5,3,3,3,Not applicable,Not applicable,"Mental health, Connection to campus, Career readiness, Environmental issues","Speakers and talks, Social events",Thanks for all you do!,,,,,,
2/1/19 15:46,Junior,Female,White,Yes,No,1,2,3,3,2,1-2 times,"It seemed fun, I saw it on a poster or flyer, Free food or swag","Affordability, Civic Engagement, Free speech, Mental health, Academic challenges, Environmental issues, Student Wellness","Speakers and talks, Service events, Interactive events",,,,,,,
2/1/19 16:01,Junior,Female,White,Yes,No,2,2,3,4,4,None,Not applicable,"Affordability, Campus civility, Mental health, Academic challenges, Career readiness, Environmental issues","Service events, Social events, Training and informationals, Interactive events",,,,,,,
2/2/19 15:27,Senior,Female,White,Yes,No,1,1,3,3,4,Not applicable,Not applicable,"Connection to campus, Diversity, Student Wellness","Service events, Social events, Interactive events",,,,,,,
2/2/19 21:03,Senior,Female,White,Yes,No,,3,3,3,1,None,Not applicable,"Mental health, Diversity, Student Wellness","Speakers and talks, Service events, Social events","I am a second semester transfer student, so I haven't had much exposure to student gov.",,,,,,
2/10/19 20:07,Senior,Female,White,Yes,No,1,4,3,3,3,3-5 times,"Free food or swag, I saw it on social media, My friends encouraged me to go","Career readiness, Mental health, Affordability","Interactive events, Social events, Training and informationals",,,,,,,
1/30/19 17:27,Sophomore,Female,White,Yes,No,1,2,3,4,2,None,Not applicable,"Affordability, Mental health, Academic challenges, Career readiness, Environmental issues, Diversity, Student Wellness",Service events,,,,,,,
1/31/19 18:04,Sophomore,Female,White,Yes,No,3,1,4,3,1,None,Not applicable,"Affordability, Mental health, Environmental issues","Speakers and talks, Service events, Training and informationals",,,,,,,
1/31/19 18:09,Sophomore,Female,White,Yes,No,2,2,4,3,1,1-2 times,Free food or swag,"Affordability, Mental health, Career readiness","Service events, Social events, Training and informationals",,,,,,,
2/1/19 15:33,Sophomore,Female,White,Yes,No,1,3,3,3,4,3-5 times,"It seemed fun, My friends encouraged me to go, I saw it on a poster or flyer, Free food or swag","Mental health, Academic challenges, Environmental issues, Diversity, Student Wellness",Social events,,,,,,,
2/1/19 15:43,Sophomore,Female,White,Yes,No,4,3,4,4,2,None,,"Free speech, Environmental issues, Diversity, Student Wellness","Speakers and talks, Social events",,,,,,,
2/1/19 15:49,Sophomore,Female,White,Yes,No,1,1,3,3,1,None,Not applicable,Nothing didn't hear,"QnA Forums, Service events, Social events, Interactive events, Debates!!",,,,,,,
2/1/19 16:09,Sophomore,Female,White,Yes,No,2,4,5,4,3,1-2 times,Free food or swag,"Mental health, Environmental issues, Student Wellness","Speakers and talks, Interactive events",,,,,,,
2/1/19 16:19,Sophomore,Female,White,Yes,No,1,2,3,3,1,None,"Free food or swag, Just randomly saw the event","Mental health, Environmental issues, Diversity","Social events, Training and informationals, Interactive events",,,,,,,
2/1/19 23:27,Sophomore,Female,White,Yes,No,5,4,3,3,3,3-5 times,"I saw it on social media, Personal or professional development, I saw it on a poster or flyer, Free food or swag, I was interested in a subject or area","Affordability, Free speech, Career readiness","Speakers and talks, Service events",,,,,,,
2/2/19 15:44,Sophomore,Female,White,Yes,No,2,1,1,2,1,1-2 times,Not applicable,"Mental health, Environmental issues, Student Wellness",Social events,,,,,,,
2/2/19 16:48,Sophomore,Female,White,Yes,No,2,3,3,3,2,3-5 times,"It seemed fun, I saw it on social media, Personal or professional development, I saw it on a poster or flyer, Free food or swag, I was interested in a subject or area","Affordability, Civic Engagement, Student Wellness","Speakers and talks, Training and informationals, Interactive events",,,,,,,
2/2/19 16:51,Sophomore,Female,White,Yes,No,1,2,3,3,3,Not applicable,Not applicable,"Mental health, Academic challenges, Environmental issues",Speakers and talks,,,,,,,
2/4/19 20:11,Sophomore,Female,White,Yes,No,2,3,4,3,2,None,"I was interested in a subject or area, My friends encouraged me to go","Mental health, Affordability, Student Wellness",Training and informationals,,,,,,,
2/6/19 18:11,Sophomore,Female,White,Yes,No,1,1,4,4,3,None,Not applicable,"Career readiness, Civic Engagement, Affordability","Interactive events, Social events, Service events",,,,,,,
2/6/19 18:26,Sophomore,Female,White,Yes,No,1,1,3,3,4,None,Free food or swag,Student Wellness,"Social events, Speakers and talks",,,,,,,
2/10/19 19:40,Sophomore,Female,White,Yes,No,1,2,3,3,1,None,"Free food or swag, I saw it on a poster or flyer","Career readiness, Connection to campus","Social events, Training and informationals",,,,,,,
2/10/19 19:42,Sophomore,Female,White,Yes,No,2,1,3,3,2,None,"Free food or swag, It seemed fun, My friends encouraged me to go","Diversity, Academic challenges, Environmental issues",Social events,,,,,,,
